transaction_id,user_id,account_age_days,total_transactions_user,avg_amount_user,amount,country,bin_country,channel,merchant_category,promo_used,avs_match,cvv_result,three_ds_flag,transaction_time,shipping_distance_km,is_fraud,country_match,hour,night_flag,log_amount,amount_ratio
174493,3500,1512,52,63.01,75.96,ES,ES,web,gaming,0,0,0,0,2024-02-02 19:35:18+00:00,48.26,1,1,19,0,4.343285806357451,1.2055229137355512
107336,2150,935,54,17.41,23.7,US,US,app,gaming,1,1,1,0,2024-01-11 07:22:18+00:00,332.77,0,1,7,0,3.2068032436339315,1.3612865386969246
48303,971,1726,49,102.32,49.51,TR,TR,app,gaming,0,1,1,0,2024-03-30 17:53:13+00:00,163.68,0,1,17,0,3.9221713364799613,0.48387411567753996
290820,5823,1301,50,29.52,34.87,IT,IT,app,fashion,0,1,1,1,2024-07-24 00:22:28+00:00,244.95,0,1,0,1,3.579901291544191,1.1812330223159544
131441,2632,74,44,143.05,88.15,US,US,web,gaming,1,0,0,0,2024-09-08 09:18:30+00:00,142.34,1,1,9,0,4.49032034430915,0.616218101249786
217541,4360,1848,48,177.72,161.62,ES,FR,web,grocery,0,0,0,0,2024-01-19 02:38:46+00:00,1727.98,1,0,2,1,5.091416190779691,0.9094080525016428
76601,1535,817,47,56.48,90.61,FR,FR,app,electronics,0,1,1,1,2024-10-02 12:05:51+00:00,347.88,0,1,12,0,4.517540436027117,1.6042846741451016
268114,5367,368,55,351.86,2529.72,FR,FR,web,electronics,0,1,1,1,2024-06-15 13:08:45+00:00,140.16,1,1,13,0,7.836259126215179,7.189564010715727
110806,2219,895,60,734.89,1029.72,TR,TR,app,grocery,0,1,1,1,2024-05-22 12:18:33+00:00,85.53,0,1,12,0,6.938012866142834,1.4011892917291169
23417,472,1689,60,9.01,18.59,TR,GB,app,travel,0,1,1,1,2024-02-27 06:27:12+00:00,1996.63,0,0,6,0,2.9750192319564492,2.0632628120685004
214843,4305,1724,58,24.35,16.22,NL,NL,app,grocery,1,1,0,0,2024-04-29 09:15:18+00:00,42.86,0,1,9,0,2.8460714989995846,0.6661190691532208
1437,29,186,44,49.37,27.49,US,US,web,electronics,0,1,1,1,2024-05-17 07:38:38+00:00,407.55,0,1,7,0,3.3495531485098167,0.5568158688106974
80429,1611,1106,60,67.23,42.18,PL,RO,app,travel,0,1,1,1,2024-09-25 09:44:19+00:00,1351.65,0,0,9,0,3.7653774250866614,0.6273984734880489
219008,4389,1626,54,104.15,44.51,GB,GB,web,gaming,0,1,1,1,2024-07-01 02:06:00+00:00,98.02,0,1,2,1,3.8179320820285505,0.42736437419717355
79563,1595,202,41,8.47,6.09,IT,IT,app,gaming,0,0,0,0,2024-06-27 00:58:58+00:00,331.66,0,1,0,1,1.958685340544036,0.7190081795740048
43751,878,1846,57,112.59,354.21,TR,TR,web,fashion,0,1,1,0,2024-01-04 00:41:31+00:00,549.05,1,1,0,1,5.872709163874876,3.146016492175002
254716,5102,150,43,148.66,33.48,DE,DE,web,grocery,0,1,1,1,2024-04-08 07:12:16+00:00,415.72,0,1,7,0,3.5403794457954922,0.22521189139504982
260615,5218,701,58,54.22,38.57,PL,PL,web,electronics,1,1,1,1,2024-08-21 16:29:02+00:00,370.82,0,1,16,0,3.678071255397333,0.7113611082375303
213850,4286,679,42,110.3,173.03,NL,NL,app,electronics,0,1,1,1,2024-03-12 11:46:09+00:00,141.66,0,1,11,0,5.159227698146083,1.5687216539553794
153218,3074,232,45,460.29,607.81,GB,GB,web,fashion,0,1,0,0,2024-03-13 19:05:45+00:00,648.18,1,1,19,0,6.4115062321681595,1.3204935989908673
144986,2908,791,55,29.08,26.58,RO,RO,app,fashion,0,1,1,1,2024-08-05 21:49:21+00:00,471.94,0,1,21,0,3.3170908723651555,0.9140302299164295
64695,1297,926,46,225.67,348.81,FR,FR,web,electronics,0,1,1,1,2024-03-01 14:05:54+00:00,51.68,0,1,14,0,5.857390149940316,1.5456640158387736
268294,5370,1084,60,440.95,325.13,PL,PL,web,electronics,1,0,1,1,2024-10-09 08:02:40+00:00,68.05,0,1,8,0,5.7872960748840185,0.7373398327761882
134629,2697,730,60,265.54,251.63,US,US,web,gaming,1,1,1,1,2024-06-14 05:30:17+00:00,231.11,0,1,5,1,5.53192596771001,0.9476161747849055
215282,4313,611,54,147.63,228.46,NL,NL,app,grocery,0,1,1,1,2024-09-10 01:36:48+00:00,423.56,0,1,1,1,5.435728722370997,1.5475174317718796
124394,2492,4,50,45.16,1705.81,TR,PL,app,gaming,1,0,0,0,2024-02-24 00:45:01+00:00,1932.05,1,0,0,1,7.442381410213954,37.77258552319341
110184,2206,1540,56,144.37,186.63,NL,NL,app,gaming,1,1,1,1,2024-08-25 23:23:11+00:00,109.38,0,1,23,1,5.234471938499283,1.292720085248181
78987,1583,1663,50,32.6,31.04,GB,GB,web,electronics,0,1,1,1,2024-03-22 20:03:44+00:00,433.96,0,1,20,0,3.4669851222001586,0.952147210056834
176705,3544,666,43,30.65,31.05,TR,TR,web,travel,0,1,1,1,2024-02-07 22:03:27+00:00,342.53,0,1,22,1,3.467297183366679,1.01305053791026
295334,5913,1036,49,316.59,2.41,DE,DE,web,electronics,0,0,1,1,2024-05-18 15:02:20+00:00,749.52,1,1,15,0,1.2267122912954254,0.007612369286419758
4734,95,10,57,60.82,1689.6,GB,GB,web,electronics,1,0,1,1,2024-09-21 14:33:33+00:00,174.7,1,1,14,0,7.432838774494828,27.780334959218433
244488,4898,1821,44,29.37,46.81,GB,GB,web,grocery,0,1,1,1,2024-08-24 01:27:04+00:00,209.12,0,1,1,1,3.867234822638012,1.5938031462784084
245553,4919,1512,50,347.62,301.12,DE,DE,web,travel,0,0,0,1,2024-03-31 07:51:02+00:00,137.74,1,1,7,0,5.710824289445247,0.866233240704697
17377,350,1291,57,72.72,71.89,PL,PL,web,gaming,1,1,1,1,2024-08-30 23:12:23+00:00,464.19,0,1,23,1,4.2889514553941215,0.9885863450414419
96895,1941,374,59,122.49,185.15,NL,FR,web,fashion,1,1,1,0,2024-09-08 13:42:57+00:00,974.48,0,0,13,0,5.226552800318726,1.511551951085379
136326,2732,1655,56,485.42,481.86,ES,ES,app,travel,0,0,1,1,2024-07-29 10:24:43+00:00,110.02,0,1,10,0,6.179726756564008,0.992666142736875
52432,1053,1261,50,147.53,97.87,DE,RO,web,fashion,0,1,1,0,2024-07-22 04:06:04+00:00,827.44,0,0,4,1,4.593805855909042,0.6633904923514506
288002,5766,533,44,65.44,47.53,FR,FR,app,grocery,0,1,1,1,2024-09-14 08:03:30+00:00,442.74,0,1,8,0,3.882182163417125,0.7263141698301625
2623,52,154,42,61.25,30.09,IT,IT,web,gaming,0,0,0,0,2024-02-09 13:29:11+00:00,537.43,1,1,13,0,3.4368862240706624,0.4912652981017911
237463,4758,203,46,324.06,244.6,PL,PL,web,electronics,0,1,1,1,2024-08-15 16:59:22+00:00,390.15,0,1,16,0,5.503704196272987,0.7547984917768361
175591,3522,1291,47,7.44,5.0,TR,TR,web,electronics,0,1,1,0,2024-01-18 17:32:27+00:00,387.24,0,1,17,0,1.791759469228055,0.6720429204243386
60494,1215,80,58,67.02,71.97,US,ES,web,electronics,0,0,0,0,2024-02-04 01:31:29+00:00,3616.05,1,0,1,1,4.290048397777529,1.0738585336637045
8804,178,306,51,385.11,405.13,ES,ES,app,fashion,0,1,1,1,2024-02-07 16:42:30+00:00,397.98,0,1,16,0,6.006673305393934,1.05198514436918
33871,680,1209,45,321.04,1203.57,NL,NL,app,electronics,1,0,0,0,2024-07-19 08:38:26+00:00,543.25,1,1,8,0,7.093877935766873,3.748972079027622
30119,604,920,56,349.2,398.57,ES,GB,app,gaming,0,1,1,1,2024-07-10 22:01:35+00:00,1912.94,0,0,22,1,5.9903889688810485,1.1413802945550393
109735,2197,337,47,137.81,167.99,PL,PL,web,travel,0,1,1,1,2024-10-04 00:25:29+00:00,472.49,0,1,0,1,5.129839541574732,1.2189971611711983
168519,3381,1612,49,784.51,734.62,TR,TR,app,electronics,0,1,0,0,2024-06-19 13:41:48+00:00,91.37,0,1,13,0,6.600713681050065,0.9364061631637505
198770,3982,1242,52,464.34,1038.57,TR,TR,web,electronics,0,1,1,0,2024-08-25 22:45:40+00:00,379.53,0,1,22,1,6.946562445098167,2.2366584781912855
218973,4388,122,53,21.48,16.06,DE,DE,web,travel,0,1,1,0,2024-09-12 14:29:21+00:00,494.93,0,1,14,0,2.836736542063533,0.747672218451014
72482,1450,82,52,91.95,55.1,PL,PL,app,gaming,1,0,0,0,2024-05-02 05:59:06+00:00,140.47,1,1,5,1,4.027135812528651,0.5992387101768493
195515,3917,1767,40,82.48,97.85,NL,NL,web,grocery,0,1,1,1,2024-05-26 08:45:00+00:00,472.95,0,1,8,0,4.593603549616626,1.1863481912421412
151921,3048,1432,56,64.31,46.49,GB,GB,web,electronics,0,1,0,0,2024-09-06 22:22:15+00:00,352.85,0,1,22,1,3.8605191625610304,0.7229046692131136
169913,3408,697,53,102.12,145.6,US,US,web,travel,0,1,1,1,2024-04-07 02:48:58+00:00,399.17,0,1,2,1,4.987707789452551,1.4257735857248963
22788,458,228,57,31.97,21.98,PL,PL,app,gaming,0,1,1,0,2024-10-28 06:32:08+00:00,200.11,0,1,6,0,3.1346242724206097,0.6875195280725828
268747,5380,555,41,51.57,58.69,NL,NL,app,grocery,1,1,1,1,2024-06-22 02:53:10+00:00,465.32,0,1,2,1,4.089164502180559,1.1380647442686689
238051,4770,1225,56,199.68,189.17,TR,TR,web,electronics,0,1,1,1,2024-07-04 04:20:46+00:00,45.12,0,1,4,1,5.247918408964185,0.9473657805119902
13848,280,1338,59,61.23,116.84,ES,ES,web,grocery,1,1,1,1,2024-03-06 05:37:25+00:00,328.48,0,1,5,1,4.769327772154375,1.9082148961585026
256801,5144,622,57,59.89,71.58,FR,FR,app,electronics,0,1,1,1,2024-01-25 05:47:26+00:00,296.85,0,1,5,1,4.284689401784925,1.195191163880595
277799,5562,1581,56,87.68,4.67,RO,NL,web,grocery,0,0,0,1,2024-02-06 23:02:54+00:00,3224.07,1,0,23,1,1.7351891177396608,0.05326186070641126
146367,2936,1867,55,392.55,249.96,US,US,web,electronics,0,1,1,1,2024-08-12 07:55:22+00:00,434.53,0,1,7,0,5.525293563882423,0.6367596468303155
117048,2345,764,42,10.45,19.61,FR,FR,app,gaming,0,1,1,1,2024-02-18 09:05:54+00:00,358.4,0,1,9,0,3.0257763949023677,1.876554844348819
148446,2979,1095,53,155.01,105.89,TR,TR,web,gaming,0,0,0,0,2024-05-23 22:19:51+00:00,16.19,1,1,22,1,4.671800268285854,0.6831172138370608
278685,5579,935,54,23.38,19.74,DE,DE,web,travel,0,1,0,0,2024-10-07 00:51:49+00:00,6.32,0,1,0,1,3.032064202801381,0.8443113411329622
212249,4253,464,50,111.0,132.24,DE,DE,web,electronics,0,1,1,0,2024-05-20 00:52:00+00:00,328.7,0,1,0,1,4.892152013325479,1.1913513406184566
273291,5471,1202,50,409.71,394.4,NL,NL,web,gaming,0,0,1,0,2024-01-20 13:33:05+00:00,404.91,0,1,13,0,5.979897910736517,0.9626321032861485
33571,674,71,58,62.09,51.55,RO,FR,web,fashion,1,0,0,0,2024-05-24 09:08:33+00:00,2909.19,1,0,9,0,3.96176509732296,0.8302464031205281
51069,1027,651,54,93.5,131.38,IT,IT,app,gaming,0,1,0,1,2024-05-11 04:38:15+00:00,68.46,0,1,4,1,4.885676574690777,1.4051336748114045
67154,1344,1685,43,296.08,106.04,US,US,web,fashion,0,0,1,1,2024-05-23 16:02:11+00:00,341.95,0,1,16,0,4.673202596379919,0.3581464456966143
46836,941,741,58,25.02,30.87,IT,IT,web,grocery,0,0,0,0,2024-03-19 11:49:34+00:00,244.63,1,1,11,0,3.461665128429245,1.2338129003272222
237262,4754,899,53,59.93,60.78,ES,ES,web,grocery,0,1,1,1,2024-09-10 21:23:08+00:00,340.6,0,1,21,0,4.123579687490436,1.0141831968265778
265608,5318,1295,43,72.2,3.19,IT,TR,app,gaming,0,0,0,0,2024-10-26 12:46:36+00:00,2275.3,1,0,12,0,1.4327007339340463,0.04418282487281406
176295,3536,912,41,443.39,1804.8,ES,ES,app,fashion,0,1,1,1,2024-01-18 11:09:34+00:00,289.78,0,1,11,0,7.498758985873379,4.070457150430869
108305,2169,1666,44,71.23,31.55,NL,GB,web,fashion,0,1,1,1,2024-10-17 17:54:47+00:00,1022.19,0,0,17,0,3.4827773686545784,0.442931342932313
260201,5210,1061,53,95.81,63.65,US,US,app,fashion,0,1,1,1,2024-07-02 13:03:26+00:00,103.15,0,1,13,0,4.168988105217866,0.6643356574017779
228636,4582,1847,55,33.63,61.46,DE,US,app,gaming,0,0,0,1,2024-05-19 11:38:53+00:00,2080.72,0,0,11,0,4.134526351854933,1.8275348847001225
131117,2626,489,52,38.05,55.88,PL,PL,web,fashion,0,1,1,1,2024-04-07 20:20:13+00:00,78.48,0,1,20,0,4.040943785494986,1.4685939167255215
74938,1501,683,44,196.05,268.15,ES,ES,app,fashion,0,0,1,1,2024-07-27 13:25:48+00:00,398.48,0,1,13,0,5.5952688450069665,1.3677633187056193
4706,95,10,57,60.82,47.12,GB,GB,web,gaming,1,0,0,0,2024-03-17 22:37:21+00:00,426.74,1,1,22,1,3.873697891106478,0.7747451368835064
161338,3236,49,54,108.8,1425.9,ES,FR,web,electronics,0,0,0,0,2024-08-24 12:31:30+00:00,2478.0,1,0,12,0,7.26325953793653,13.105698408954979
84289,1689,66,44,119.5,396.9,ES,ES,web,gaming,0,1,1,1,2024-01-21 01:51:42+00:00,486.31,0,1,1,1,5.986200717432883,3.3213388843402605
31250,627,1274,41,33.46,38.95,US,US,app,grocery,0,1,0,0,2024-03-02 22:56:08+00:00,29.47,0,1,22,1,3.6876286722122837,1.164076474474702
148907,2988,1150,44,98.83,111.0,PL,PL,web,gaming,0,1,1,1,2024-06-15 19:17:34+00:00,71.98,0,1,19,0,4.718498871295094,1.1231407353724503
61273,1230,1214,60,821.0,392.54,NL,NL,web,grocery,1,0,0,0,2024-04-22 15:20:23+00:00,318.64,1,1,15,0,5.975182714533699,0.478124238150884
124382,2492,4,50,45.16,58.52,TR,TR,web,travel,0,0,0,0,2024-01-08 11:59:20+00:00,320.36,1,1,11,0,4.086312390524837,1.295836995220616
31145,624,1141,54,345.65,194.68,ES,ES,app,electronics,1,1,1,1,2024-10-01 14:24:25+00:00,461.92,0,1,14,0,5.276480671938862,0.5632286979220926
14129,285,1293,60,759.78,354.93,FR,FR,web,travel,0,1,1,1,2024-07-16 15:39:08+00:00,148.44,0,1,15,0,5.874734082304489,0.46714838444398593
297950,5965,277,55,353.57,705.69,US,US,app,travel,0,1,1,1,2024-10-04 16:17:02+00:00,483.22,0,1,16,0,6.560592097320762,1.9958989676841958
134551,2696,1847,49,376.67,234.84,US,US,web,gaming,0,1,0,0,2024-02-27 15:13:20+00:00,227.14,0,1,15,0,5.463153609000972,0.623463507517287
119972,2405,1696,59,479.84,336.34,NL,NL,app,fashion,1,1,1,1,2024-02-19 17:30:47+00:00,404.12,0,1,17,0,5.821091323829869,0.7009419791994373
149147,2993,1046,53,96.74,81.17,NL,NL,web,gaming,0,1,1,1,2024-05-16 11:29:10+00:00,290.96,0,1,11,0,4.408790271943096,0.8390531234333977
69941,1399,1399,49,298.99,333.18,PL,DE,web,grocery,0,1,1,1,2024-01-17 15:07:36+00:00,2386.57,0,0,15,0,5.8116797699659974,1.1143516468298216
93443,1871,135,56,29.79,31.94,DE,DE,web,gaming,0,1,1,1,2024-07-06 10:04:04+00:00,306.49,0,1,10,0,3.4946877247494945,1.0721718337639532
283602,5679,7,44,128.99,2.18,TR,TR,web,fashion,0,0,0,0,2024-04-15 23:21:18+00:00,73.44,1,1,23,1,1.1568811967920856,0.016900534794165947
108056,2164,1503,49,281.5,769.2,ES,ES,web,fashion,0,1,1,1,2024-05-24 11:41:25+00:00,247.02,0,1,11,0,6.646650221380809,2.732504430790393
225995,4529,86,60,85.36,61.77,IT,IT,app,fashion,0,0,0,0,2024-06-18 02:23:07+00:00,470.95,1,1,2,1,4.13947725232944,0.7236410411944584
104175,2086,506,48,26.56,18.14,DE,DE,web,gaming,0,1,1,1,2024-04-02 19:18:40+00:00,172.95,0,1,19,0,2.9517803860248084,0.6829819019961634
246725,4943,339,56,97.79,116.44,RO,RO,app,electronics,0,1,1,1,2024-07-17 19:28:30+00:00,116.14,0,1,19,0,4.765927564866206,1.1907147848377668
32892,661,1469,59,50.72,2.32,RO,RO,web,grocery,0,1,0,0,2024-03-12 01:57:59+00:00,145.49,1,1,1,1,1.199964782928397,0.04574132401929566
27761,558,1242,55,58.41,21.94,FR,FR,app,electronics,0,1,1,1,2024-02-05 15:49:18+00:00,123.3,0,1,15,0,3.1328821117012247,0.37562060647799
119246,2389,497,49,219.25,59.82,DE,DE,app,travel,0,1,1,1,2024-10-26 11:41:34+00:00,159.57,0,1,11,0,4.107918682249219,0.27283922338499783
172953,3468,261,54,102.71,36.96,GB,GB,web,fashion,0,1,1,1,2024-07-22 21:38:04+00:00,297.5,0,1,21,0,3.636532973741727,0.3598481125513766
93480,1872,933,50,72.61,66.94,RO,RO,app,travel,0,1,1,1,2024-04-15 07:57:31+00:00,470.0,0,1,7,0,4.218624962732438,0.9219115697299054
89575,1794,1803,41,176.15,168.04,DE,DE,app,fashion,0,1,1,0,2024-07-26 11:56:14+00:00,190.97,0,1,11,0,5.130135373307801,0.9539596880274783
138138,2769,983,55,53.71,53.99,US,US,web,travel,0,1,0,1,2024-06-15 12:25:05+00:00,142.37,0,1,12,0,4.007151350519723,1.0052131631872434
77987,1564,1679,59,217.9,203.65,TR,TR,web,gaming,0,1,1,1,2024-01-05 08:53:37+00:00,334.31,0,1,8,0,5.321301202938412,0.9346030246232078
215741,4323,44,48,304.99,4.99,RO,US,web,grocery,1,0,0,1,2024-05-11 07:18:32+00:00,2516.36,1,0,7,0,1.7900914121273581,0.016361192116590078
257136,5150,947,50,124.66,87.41,NL,NL,app,grocery,0,0,1,1,2024-07-14 11:30:30+00:00,360.72,0,1,11,0,4.481985085417713,0.7011872236387997
151404,3038,936,43,106.75,154.16,NL,NL,app,grocery,0,0,0,1,2024-05-14 07:55:13+00:00,159.06,0,1,7,0,5.044456842571766,1.444121766331412
177921,3568,27,53,263.57,280.71,TR,TR,web,grocery,0,1,0,0,2024-08-13 16:43:13+00:00,105.48,1,1,16,0,5.6408781730098045,1.0650301587243232
287776,5762,206,48,150.9,350.21,GB,GB,app,electronics,0,1,1,1,2024-01-05 17:41:30+00:00,298.53,0,1,17,0,5.86138433515969,2.320808467058923
4295,86,1225,43,54.5,44.84,FR,US,app,grocery,1,1,1,1,2024-07-21 21:45:53+00:00,1798.41,0,0,21,0,3.8251570724064843,0.8227522784816097
215590,4319,201,42,105.06,91.93,TR,TR,app,grocery,0,1,1,0,2024-10-12 12:56:04+00:00,40.24,0,1,12,0,4.531846521569248,0.8750237875973369
298657,5979,1671,49,114.42,101.01,GB,GB,app,electronics,0,1,1,1,2024-07-17 07:35:34+00:00,201.75,0,1,7,0,4.625070847694428,0.8828002020381035
195181,3910,68,40,43.09,112.38,TR,RO,web,electronics,1,0,0,1,2024-06-29 11:54:07+00:00,1905.23,1,0,11,0,4.730745008896157,2.6080296447428717
18957,381,10,58,38.87,20.52,IT,FR,web,grocery,1,0,0,0,2024-06-05 17:47:41+00:00,963.34,1,0,17,0,3.0689827352935835,0.527913544432376
12716,258,1092,54,44.36,43.58,GB,PL,web,travel,0,1,1,1,2024-02-09 23:53:20+00:00,515.06,0,0,23,1,3.797285327957723,0.9824165693774444
249571,4999,1727,58,201.95,121.05,IT,ES,web,grocery,0,0,0,0,2024-07-13 17:21:16+00:00,1338.82,1,0,17,0,4.804430796838969,0.5994057905451559
80205,1607,269,59,101.77,62.29,NL,NL,app,travel,0,1,1,1,2024-08-04 13:21:04+00:00,467.38,0,1,13,0,4.147727338787214,0.6120664182758533
163302,3276,731,56,349.13,361.72,PL,PL,app,grocery,0,1,1,0,2024-09-24 03:50:23+00:00,370.08,0,1,3,1,5.893631186759219,1.0360610631109872
59592,1196,537,56,139.84,91.87,RO,RO,web,travel,0,0,0,0,2024-07-28 23:47:12+00:00,611.63,1,1,23,1,4.531200665787917,0.6569650982768515
43032,863,1584,41,423.06,220.92,DE,DE,web,fashion,0,1,1,0,2024-05-09 02:28:56+00:00,152.17,0,1,2,1,5.402316956566521,0.5221954320375468
91821,1839,897,43,87.08,88.54,NL,NL,web,electronics,0,1,1,1,2024-10-04 00:31:25+00:00,193.05,0,1,0,1,4.49468545281282,1.0167661803311188
261667,5239,1542,42,107.76,144.43,US,US,web,fashion,0,1,1,1,2024-10-06 03:09:42+00:00,282.09,0,1,3,1,4.9796948711896185,1.3402932318087117
287215,5750,954,50,33.91,39.98,ES,GB,web,electronics,0,1,1,1,2024-05-12 13:16:40+00:00,2447.43,0,0,13,0,3.7130841428107537,1.1790032091122618
256752,5143,1833,57,253.12,552.91,US,US,web,fashion,0,1,1,1,2024-05-08 16:57:17+00:00,14.99,0,1,16,0,6.317002218676415,2.1843789420655066
140594,2819,315,43,133.46,49.54,DE,DE,app,electronics,0,0,1,1,2024-03-31 20:27:43+00:00,288.86,0,1,20,0,3.922765101960048,0.3711973597242817
230632,4621,281,59,57.19,59.65,FR,FR,web,grocery,0,1,1,1,2024-07-09 19:22:26+00:00,66.84,0,1,19,0,4.105119635390059,1.0430144947890454
278721,5580,1484,40,91.44,145.35,TR,TR,web,gaming,0,0,0,0,2024-08-24 03:51:37+00:00,206.79,0,1,3,1,4.986001013137895,1.5895669117501432
195399,3915,1265,54,20.11,20.34,GB,GB,app,electronics,0,1,1,0,2024-02-28 05:25:11+00:00,290.37,0,1,5,1,3.060583245873607,1.0114370456769246
61366,1232,1576,55,22.88,21.47,RO,RO,web,travel,0,1,1,1,2024-01-25 07:13:38+00:00,297.53,0,1,7,0,3.112181086197238,0.9383740848612725
126221,2527,962,49,137.02,196.21,NL,NL,app,electronics,0,1,1,1,2024-08-19 04:34:18+00:00,177.04,0,1,4,1,5.284269150821977,1.4319807222888576
104465,2092,598,58,121.57,2493.8,IT,FR,web,grocery,0,0,0,0,2024-02-27 01:18:48+00:00,3331.94,1,0,1,1,7.821963844651967,20.513284358696357
37998,763,1016,42,1164.54,1003.44,IT,IT,app,travel,0,0,1,1,2024-02-15 02:53:46+00:00,137.39,0,1,2,1,6.912185451261452,0.8616621147735053
230865,4626,1121,47,317.83,577.51,RO,RO,web,grocery,0,1,0,1,2024-06-05 12:55:41+00:00,365.19,0,1,12,0,6.360455832569031,1.8170405505552008
180687,3623,1719,46,12.45,9.81,NL,NL,app,travel,0,1,1,1,2024-08-15 15:25:09+00:00,308.49,0,1,15,0,2.3804716316511167,0.7879517439396191
204121,4089,466,43,281.34,240.85,DE,DE,app,fashion,0,1,1,1,2024-03-30 18:29:04+00:00,400.11,0,1,18,0,5.488317699268992,0.8560816063976626
72552,1451,128,51,122.59,96.75,RO,RO,app,grocery,1,1,1,1,2024-09-14 15:47:37+00:00,326.67,0,1,15,0,4.582413198865475,0.7892160797029442
178840,3587,522,58,44.89,52.96,US,US,app,grocery,0,1,1,1,2024-05-08 03:47:28+00:00,143.75,0,1,3,1,3.988243031339555,1.1797727516201215
228338,4576,316,53,72.13,203.2,TR,NL,web,travel,1,0,0,0,2024-09-14 08:11:25+00:00,1953.33,1,0,8,0,5.319099905730565,2.8171356881029297
108221,2168,1814,46,25.6,2695.05,PL,PL,web,grocery,0,0,0,1,2024-01-21 11:03:10+00:00,434.06,1,1,11,0,7.899543017854288,105.27538651268021
166064,3332,1128,48,19.19,13.23,IT,IT,app,grocery,0,1,1,1,2024-06-26 20:45:05+00:00,336.28,0,1,20,0,2.655352412101761,0.6894215378102376
207145,4150,1638,40,114.84,125.54,ES,ES,app,fashion,0,1,1,0,2024-05-24 14:24:38+00:00,64.34,0,1,14,0,4.840558463718739,1.0931731008953927
187365,3756,1776,53,12.57,13.45,GB,GB,app,travel,0,0,1,1,2024-06-23 15:18:28+00:00,248.69,0,1,15,0,2.670694414558441,1.0700078703255473
278896,5584,1004,57,133.1,128.93,US,US,web,grocery,0,1,1,1,2024-04-02 12:16:33+00:00,228.5,0,1,12,0,4.866995843894645,0.968670165524642
46403,932,885,45,590.61,2377.81,FR,FR,web,travel,0,1,1,1,2024-01-06 06:59:01+00:00,703.87,1,1,6,0,7.774355641623838,4.026023934532053
127810,2560,22,40,226.85,202.16,NL,NL,web,fashion,1,1,1,1,2024-06-12 17:50:37+00:00,98.61,1,1,17,0,5.3139938459330445,0.891161556574117
36683,737,1325,55,116.28,107.24,DE,DE,web,fashion,0,0,0,0,2024-04-19 10:43:09+00:00,189.05,0,1,10,0,4.684350983862532,0.9222566140156809
94650,1896,1284,47,62.18,63.84,PL,PL,web,electronics,0,1,0,0,2024-01-19 02:57:04+00:00,137.0,0,1,2,1,4.171922696867475,1.0266966705259462
3712,74,1472,52,430.37,548.4,DE,PL,web,electronics,0,1,1,1,2024-07-07 04:38:41+00:00,1456.51,0,0,4,1,6.308826773661173,1.27425238451971
123745,2479,259,47,23.6,41.96,PL,PL,app,fashion,0,1,1,1,2024-01-01 00:45:15+00:00,243.87,0,1,0,1,3.7602694502006093,1.7779660263573716
41739,838,1632,60,33.17,34.02,GB,GB,web,travel,0,1,1,1,2024-02-14 06:47:01+00:00,400.81,0,1,6,0,3.555919326857706,1.0256255343495468
254449,5096,679,56,63.69,59.62,IT,IT,app,travel,1,1,1,1,2024-08-29 09:04:18+00:00,141.8,0,1,9,0,4.104624871629657,0.9360967037824353
24943,502,501,47,607.54,345.16,GB,GB,web,fashion,0,1,1,1,2024-06-10 04:23:26+00:00,376.57,1,1,4,1,5.846901095916629,0.5681272005660085
